id	timestamp	group
301	0	35
300	0	35
301	1	35
300	1	35
301	2	35
300	2	35
301	3	35
300	3	35
301	4	35
300	4	35
301	5	35
300	5	35
301	6	35
300	6	35
301	7	35
300	7	35
301	8	35
300	8	35
301	9	35
300	9	35
301	10	35
300	10	35
301	11	35
300	11	35
301	12	35
300	12	35
301	13	35
300	13	35
301	14	35
300	14	35
301	15	35
300	15	35
301	16	35
300	16	35
301	17	35
300	17	35
301	18	35
300	18	35
301	19	35
300	19	35
301	20	35
300	20	35
301	21	35
300	21	35
301	22	35
300	22	35
301	23	35
300	23	35
301	24	35
300	24	35
301	25	35
300	25	35
301	26	35
300	26	35
301	27	35
300	27	35
301	28	35
300	28	35
301	29	35
300	29	35
301	30	35
300	30	35
301	31	35
300	31	35
301	32	35
300	32	35
301	33	35
300	33	35
301	34	35
300	34	35
301	35	35
300	35	35
301	36	35
300	36	35
301	37	35
300	37	35
301	38	35
300	38	35
301	39	35
300	39	35
301	40	35
300	40	35
301	41	35
300	41	35
301	42	35
300	42	35
301	43	35
300	43	35
301	44	35
300	44	35
301	45	35
300	45	35
301	46	35
300	46	35
301	47	35
300	47	35
152	48	73
300	48	73
564	48	73
152	49	73
300	49	73
564	49	73
152	50	73
300	50	73
58	50	13
416	50	13
509	50	13
15	50	13
198	50	13
591	50	13
507	50	13
672	50	13
100	50	13
56	50	13
195	50	13
344	50	13
266	50	13
564	50	13
353	50	13
67	50	13
568	50	13
58	51	13
416	51	13
509	51	13
198	51	13
591	51	13
507	51	13
100	51	13
56	51	13
195	51	13
266	51	13
564	51	13
353	51	13
67	51	13
568	51	13
15	51	306
344	51	306
152	51	73
300	51	73
58	52	13
416	52	13
509	52	13
198	52	13
507	52	13
100	52	13
568	52	13
195	52	13
344	52	13
67	52	13
152	52	73
300	52	73
564	52	73
56	52	73
591	52	73
353	52	78
266	52	78
58	53	13
416	53	13
509	53	13
198	53	13
266	53	13
507	53	13
100	53	13
568	53	13
195	53	13
344	53	13
353	53	13
67	53	13
56	53	13
152	53	73
300	53	73
564	53	73
509	54	13
198	54	13
344	54	13
100	54	13
507	54	13
58	54	13
568	54	13
195	54	13
69	54	58
301	54	58
152	54	73
300	54	73
564	54	73
416	54	78
353	54	78
591	54	78
506	54	78
266	54	78
56	54	78
509	55	13
198	55	13
344	55	13
100	55	13
507	55	13
58	55	13
568	55	13
195	55	13
67	55	13
69	55	58
301	55	58
152	55	73
300	55	73
564	55	73
416	55	78
591	55	78
506	55	78
266	55	78
353	55	78
56	55	78
509	56	13
198	56	13
344	56	13
100	56	13
507	56	13
58	56	13
568	56	13
195	56	13
69	56	58
301	56	58
300	56	73
564	56	73
416	56	78
591	56	78
506	56	78
266	56	78
353	56	78
56	56	78
509	57	13
198	57	13
344	57	13
100	57	13
507	57	13
58	57	13
568	57	13
195	57	13
67	57	13
69	57	58
301	57	58
300	57	73
564	57	73
481	57	73
416	57	78
506	57	78
266	57	78
591	57	78
353	57	78
56	57	78
509	58	13
198	58	13
100	58	13
507	58	13
58	58	13
568	58	13
195	58	13
344	58	13
67	58	13
69	58	58
301	58	58
300	58	73
564	58	73
416	58	78
506	58	78
266	58	78
591	58	78
353	58	78
56	58	78
100	59	13
344	59	13
67	59	13
58	59	13
509	59	13
195	59	13
507	59	13
198	59	13
568	59	13
69	59	58
301	59	58
564	59	73
300	59	73
56	59	78
506	59	78
266	59	78
353	59	78
591	59	78
100	60	13
344	60	13
591	60	13
353	60	13
58	60	13
509	60	13
507	60	13
481	60	13
568	60	13
266	60	13
67	60	276
198	60	276
69	60	58
301	60	58
564	60	73
300	60	73
509	61	13
198	61	13
266	61	13
100	61	13
507	61	13
58	61	13
568	61	13
195	61	13
344	61	13
353	61	13
69	61	58
301	61	58
509	62	13
198	62	13
591	62	13
266	62	13
100	62	13
507	62	13
58	62	13
568	62	13
195	62	13
344	62	13
353	62	13
67	62	13
69	62	58
301	62	58
300	62	73
564	62	73
509	63	13
198	63	13
591	63	13
266	63	13
100	63	13
507	63	13
58	63	13
568	63	13
195	63	13
300	63	13
564	63	13
67	63	13
301	63	58
69	63	58
509	64	13
198	64	13
591	64	13
266	64	13
481	64	13
100	64	13
58	64	13
568	64	13
195	64	13
344	64	13
353	64	13
67	64	13
301	64	58
69	64	58
268	64	58
300	64	73
564	64	73
509	65	13
198	65	13
591	65	13
266	65	13
481	65	13
100	65	13
58	65	13
568	65	13
195	65	13
300	65	13
344	65	13
353	65	13
67	65	13
69	65	58
301	65	58
268	65	58
509	66	13
198	66	13
100	66	13
58	66	13
568	66	13
195	66	13
300	66	13
344	66	13
564	66	13
69	66	58
301	66	58
268	66	58
591	66	78
266	66	78
58	67	13
509	67	13
198	67	13
100	67	13
568	67	13
195	67	13
300	67	13
344	67	13
564	67	13
69	67	58
301	67	58
58	68	13
509	68	13
198	68	13
100	68	13
568	68	13
195	68	13
344	68	13
301	68	58
69	68	58
300	68	73
564	68	73
58	69	13
509	69	13
198	69	13
100	69	13
568	69	13
195	69	13
344	69	13
301	69	58
69	69	58
300	69	73
564	69	73
58	70	13
509	70	13
198	70	13
481	70	13
100	70	13
568	70	13
195	70	13
344	70	13
301	70	58
69	70	58
300	70	73
564	70	73
58	71	13
509	71	13
198	71	13
481	71	13
100	71	13
568	71	13
195	71	13
344	71	13
69	71	58
301	71	58
58	72	13
509	72	13
198	72	13
100	72	13
568	72	13
195	72	13
300	72	13
344	72	13
613	72	16
64	72	16
559	72	16
268	72	16
163	72	16
164	72	16
494	72	16
204	72	16
301	72	58
69	72	58
509	73	13
198	73	13
100	73	13
195	73	13
300	73	13
344	73	13
266	73	13
613	73	16
268	73	16
163	73	16
164	73	16
494	73	16
204	73	16
69	73	58
301	73	58
509	74	13
198	74	13
240	74	13
100	74	13
706	74	13
195	74	13
300	74	13
344	74	13
266	74	13
396	74	16
163	74	16
164	74	16
494	74	16
301	74	58
69	74	58
568	74	162
247	74	162
286	74	162
509	75	13
198	75	13
100	75	13
706	75	13
300	75	13
344	75	13
266	75	13
240	75	13
559	75	16
163	75	16
164	75	16
494	75	16
204	75	16
195	75	4
229	75	4
205	75	4
242	75	4
276	75	4
568	75	162
247	75	162
301	75	58
69	75	58
359	75	194
613	75	194
285	75	194
556	76	3
571	76	3
151	76	3
396	76	3
38	76	3
195	76	4
229	76	4
205	76	4
509	76	13
198	76	13
266	76	13
100	76	13
706	76	13
300	76	13
344	76	13
564	76	13
559	76	16
204	76	16
549	76	162
568	76	162
247	76	162
161	76	162
163	76	39
591	76	39
164	76	39
494	76	39
69	76	58
301	76	58
613	76	194
285	76	194
16	77	2
359	77	2
654	77	2
667	77	2
541	77	2
149	77	2
367	77	2
264	77	2
556	77	3
571	77	3
333	77	3
151	77	3
396	77	3
38	77	3
229	77	4
205	77	4
509	77	13
266	77	13
100	77	13
706	77	13
300	77	13
344	77	13
559	77	16
204	77	16
549	77	27
161	77	27
591	77	39
680	77	39
164	77	39
453	77	39
494	77	39
69	77	58
301	77	58
359	78	2
654	78	2
667	78	2
541	78	2
149	78	2
367	78	2
556	78	3
571	78	3
333	78	3
151	78	3
280	78	3
396	78	3
261	78	3
38	78	3
229	78	4
205	78	4
634	78	4
524	78	4
221	78	4
198	78	13
344	78	13
161	78	21
474	78	21
361	78	21
639	78	21
680	78	31
453	78	31
204	78	31
596	78	31
559	78	31
164	78	39
494	78	39
266	78	52
4	78	52
509	78	52
100	78	52
15	78	52
69	78	58
301	78	58
268	78	58
353	78	63
568	78	63
195	78	63
300	78	73
564	78	73
16	78	80
264	78	80
630	78	80
359	79	2
654	79	2
667	79	2
541	79	2
149	79	2
367	79	2
556	79	3
571	79	3
151	79	3
280	79	3
333	79	3
396	79	3
261	79	3
38	79	3
229	79	4
205	79	4
634	79	4
524	79	4
221	79	4
161	79	21
474	79	21
549	79	21
639	79	21
680	79	31
453	79	31
204	79	31
596	79	31
559	79	31
164	79	39
494	79	39
266	79	52
4	79	52
509	79	52
100	79	52
15	79	52
301	79	58
69	79	58
247	79	61
150	79	61
623	79	61
353	79	63
