id	timestamp	group
301	0	39
300	0	39
301	1	39
300	1	39
301	2	39
300	2	39
301	3	39
300	3	39
301	4	39
300	4	39
301	5	39
300	5	39
301	6	39
300	6	39
301	7	39
300	7	39
301	8	39
300	8	39
301	9	39
300	9	39
301	10	39
300	10	39
301	11	39
300	11	39
301	12	39
300	12	39
301	13	39
300	13	39
301	14	39
300	14	39
301	15	39
300	15	39
301	16	39
300	16	39
301	17	39
300	17	39
301	18	39
300	18	39
301	19	39
300	19	39
301	20	39
300	20	39
301	21	39
300	21	39
301	22	39
300	22	39
301	23	39
300	23	39
301	24	39
300	24	39
301	25	39
300	25	39
301	26	39
300	26	39
301	27	39
300	27	39
301	28	39
300	28	39
301	29	39
300	29	39
301	30	39
300	30	39
301	31	39
300	31	39
301	32	39
300	32	39
301	33	39
300	33	39
301	34	39
300	34	39
301	35	39
300	35	39
301	36	39
300	36	39
301	37	39
300	37	39
301	38	39
300	38	39
301	39	39
300	39	39
301	40	39
300	40	39
301	41	39
300	41	39
301	42	39
300	42	39
301	43	39
300	43	39
301	44	39
300	44	39
301	45	39
300	45	39
301	46	39
300	46	39
301	47	39
300	47	39
152	48	106
300	48	106
564	48	106
152	49	106
300	49	106
564	49	106
152	50	106
300	50	106
152	51	106
300	51	106
152	52	106
300	52	106
591	52	106
564	52	106
56	52	106
300	53	106
564	53	106
152	53	106
300	54	106
564	54	106
152	54	106
564	55	106
300	55	106
152	55	106
564	56	106
300	56	106
564	57	106
300	57	106
481	57	106
564	58	106
300	58	106
564	59	106
300	59	106
564	60	106
300	60	106
564	62	106
300	62	106
564	63	34
591	63	34
568	63	34
67	63	34
509	63	34
198	63	34
100	63	34
266	63	34
300	63	34
195	63	34
58	63	34
507	63	34
564	64	106
300	64	106
591	65	34
568	65	34
67	65	34
344	65	34
481	65	34
509	65	34
198	65	34
100	65	34
266	65	34
300	65	34
195	65	34
353	65	34
58	65	34
564	66	34
568	66	34
344	66	34
509	66	34
198	66	34
100	66	34
300	66	34
195	66	34
58	66	34
564	67	34
568	67	34
344	67	34
509	67	34
198	67	34
100	67	34
300	67	34
195	67	34
58	67	34
564	68	106
300	68	106
564	69	106
300	69	106
564	70	106
300	70	106
509	72	41
300	72	41
300	73	41
198	73	41
509	73	41
266	73	41
344	73	41
100	73	41
195	73	41
300	74	41
198	74	41
509	74	41
240	74	41
100	74	41
344	74	41
266	74	41
706	74	41
300	75	41
198	75	41
509	75	41
240	75	41
100	75	41
344	75	41
266	75	41
706	75	41
300	76	41
198	76	41
509	76	41
564	76	41
100	76	41
344	76	41
266	76	41
706	76	41
300	77	41
509	77	41
266	77	41
100	77	41
344	77	41
706	77	41
564	78	106
300	78	106
564	79	106
300	79	106
564	80	106
300	80	106
564	81	106
300	81	106
564	86	106
300	86	106
564	87	106
300	87	106
564	90	106
300	90	106
301	104	39
300	104	39
301	106	39
300	106	39
301	107	39
300	107	39
371	113	172
300	113	172
371	114	172
300	114	172
371	115	172
300	115	172
371	116	172
300	116	172
371	117	172
300	117	172
371	118	172
300	118	172
371	119	172
300	119	172
301	122	39
300	122	39
301	123	39
300	123	39
301	124	39
300	124	39
301	125	39
300	125	39
301	126	39
300	126	39
301	127	39
300	127	39
301	128	39
300	128	39
301	129	39
300	129	39
301	130	39
300	130	39
301	131	39
300	131	39
301	132	39
300	132	39
301	133	39
300	133	39
301	134	39
300	134	39
301	135	39
300	135	39
301	136	39
300	136	39
301	137	39
300	137	39
301	138	39
300	138	39
301	139	39
300	139	39
301	140	39
300	140	39
301	141	39
300	141	39
301	142	39
300	142	39
301	143	39
300	143	39
301	144	39
300	144	39
301	145	39
300	145	39
301	146	39
300	146	39
301	147	39
300	147	39
301	148	39
300	148	39
301	149	39
300	149	39
301	150	39
300	150	39
301	151	39
300	151	39
301	152	39
300	152	39
301	153	39
300	153	39
301	154	39
300	154	39
301	155	39
300	155	39
301	156	39
300	156	39
301	157	39
300	157	39
301	158	39
300	158	39
301	159	39
300	159	39
301	160	39
300	160	39
301	161	39
300	161	39
301	162	39
300	162	39
301	163	39
300	163	39
301	164	39
300	164	39
301	165	39
300	165	39
301	166	39
300	166	39
301	167	39
300	167	39
301	168	39
300	168	39
301	169	39
300	169	39
301	170	39
300	170	39
301	171	39
300	171	39
301	172	39
300	172	39
301	173	39
300	173	39
301	174	39
300	174	39
301	175	39
300	175	39
301	176	39
300	176	39
301	177	39
300	177	39
301	178	39
300	178	39
301	179	39
300	179	39
301	180	39
300	180	39
301	181	39
300	181	39
301	182	39
300	182	39
301	183	39
300	183	39
301	184	39
300	184	39
301	185	39
300	185	39
301	186	39
300	186	39
301	187	39
300	187	39
301	188	39
300	188	39
301	189	39
300	189	39
301	190	39
300	190	39
301	191	39
300	191	39
301	192	39
300	192	39
301	193	39
300	193	39
301	194	39
300	194	39
301	195	39
