id	timestamp	group
372	0	123
556	0	123
521	0	68
268	0	68
318	0	70
375	0	70
432	0	70
301	0	39
300	0	39
260	0	40
459	0	40
5	0	76
73	0	76
59	0	43
575	0	43
419	0	44
557	0	44
37	0	48
36	0	48
379	0	17
339	0	17
677	0	114
359	0	114
449	0	84
47	0	84
249	0	86
530	0	86
553	0	89
343	0	89
641	0	152
333	0	152
288	0	25
104	0	25
161	0	26
549	0	26
541	0	27
306	0	27
524	0	30
312	0	30
278	0	127
335	0	127
372	1	123
556	1	123
521	1	68
268	1	68
301	1	39
300	1	39
260	1	40
459	1	40
5	1	76
73	1	76
59	1	43
575	1	43
419	1	44
557	1	44
553	1	89
343	1	89
37	1	48
36	1	48
379	1	17
339	1	17
677	1	114
359	1	114
449	1	84
47	1	84
249	1	86
530	1	86
166	1	57
165	1	57
641	1	152
333	1	152
288	1	25
104	1	25
161	1	26
549	1	26
278	1	127
335	1	127
524	1	30
312	1	30
321	1	63
322	1	63
521	2	68
268	2	68
301	2	39
300	2	39
260	2	40
459	2	40
5	2	76
73	2	76
59	2	43
575	2	43
419	2	44
557	2	44
553	2	89
343	2	89
37	2	48
36	2	48
473	2	145
162	2	145
677	2	114
359	2	114
449	2	84
47	2	84
379	2	17
339	2	17
249	2	86
530	2	86
166	2	57
165	2	57
641	2	152
333	2	152
288	2	25
104	2	25
161	2	26
549	2	26
372	2	123
556	2	123
524	2	30
312	2	30
278	2	127
335	2	127
521	3	68
268	3	68
278	3	127
335	3	127
301	3	39
300	3	39
260	3	40
459	3	40
59	3	43
575	3	43
419	3	44
557	3	44
553	3	89
343	3	89
37	3	48
36	3	48
473	3	145
162	3	145
677	3	114
359	3	114
449	3	84
47	3	84
379	3	17
339	3	17
249	3	86
530	3	86
166	3	57
165	3	57
641	3	152
333	3	152
288	3	25
104	3	25
161	3	26
549	3	26
541	3	27
306	3	27
524	3	30
312	3	30
321	3	63
322	3	63
521	4	68
268	4	68
301	4	39
300	4	39
260	4	40
459	4	40
59	4	43
575	4	43
419	4	44
557	4	44
379	4	17
339	4	17
677	4	114
359	4	114
166	4	57
165	4	57
343	4	89
553	4	89
288	4	25
104	4	25
161	4	26
549	4	26
278	4	127
335	4	127
521	5	68
268	5	68
301	5	39
300	5	39
260	5	40
459	5	40
419	5	44
557	5	44
379	5	17
339	5	17
677	5	114
359	5	114
449	5	84
47	5	84
288	5	25
104	5	25
176	5	25
161	5	26
549	5	26
524	5	30
312	5	30
278	5	127
335	5	127
59	6	43
575	6	43
521	6	68
268	6	68
301	6	39
300	6	39
260	6	40
459	6	40
707	6	199
331	6	199
419	6	44
557	6	44
379	6	17
339	6	17
677	6	114
359	6	114
449	6	84
47	6	84
166	6	57
165	6	57
288	6	25
104	6	25
176	6	25
161	6	26
549	6	26
524	6	30
312	6	30
278	6	127
335	6	127
461	7	99
492	7	99
521	7	68
268	7	68
301	7	39
300	7	39
260	7	40
459	7	40
707	7	199
331	7	199
419	7	44
557	7	44
59	7	43
575	7	43
677	7	114
359	7	114
449	7	84
47	7	84
379	7	17
339	7	17
288	7	25
104	7	25
176	7	25
161	7	26
549	7	26
278	7	127
335	7	127
524	7	30
312	7	30
321	7	63
322	7	63
461	8	99
492	8	99
521	8	68
268	8	68
301	8	39
300	8	39
260	8	40
459	8	40
59	8	43
575	8	43
419	8	44
557	8	44
223	8	175
224	8	175
379	8	17
339	8	17
677	8	114
359	8	114
449	8	84
47	8	84
553	8	89
343	8	89
288	8	25
104	8	25
176	8	25
161	8	26
549	8	26
372	8	123
556	8	123
524	8	30
312	8	30
321	8	63
322	8	63
461	9	99
492	9	99
521	9	68
268	9	68
301	9	39
300	9	39
260	9	40
459	9	40
59	9	43
575	9	43
419	9	44
557	9	44
223	9	175
224	9	175
379	9	17
339	9	17
677	9	114
359	9	114
343	9	89
553	9	89
278	9	127
335	9	127
288	9	25
104	9	25
161	9	26
549	9	26
372	9	123
556	9	123
524	9	30
312	9	30
321	9	63
322	9	63
461	10	99
492	10	99
521	10	68
268	10	68
301	10	39
300	10	39
260	10	40
459	10	40
59	10	43
575	10	43
419	10	44
557	10	44
223	10	175
224	10	175
379	10	17
339	10	17
677	10	114
359	10	114
465	10	116
569	10	116
166	10	57
165	10	57
278	10	127
335	10	127
288	10	25
104	10	25
176	10	25
161	10	26
549	10	26
372	10	123
556	10	123
524	10	30
312	10	30
321	10	63
322	10	63
521	11	68
268	11	68
301	11	39
300	11	39
260	11	40
459	11	40
59	11	43
575	11	43
419	11	44
557	11	44
223	11	175
224	11	175
379	11	17
339	11	17
677	11	114
359	11	114
465	11	116
569	11	116
288	11	25
104	11	25
176	11	25
161	11	26
549	11	26
372	11	123
556	11	123
524	11	30
312	11	30
278	11	127
